Arrival_Date,Modal_Price_volatility_30_commodity
2025-01-01,2.9483112452592435
2025-01-02,3.907865392241922
2025-01-03,3.8212134824105903
2025-01-04,3.6753525914569454
2025-01-05,3.1116652628671635
2025-01-06,3.160347410931008
2025-01-07,3.0541288650351266
2025-01-08,2.9311520321910582
2025-01-09,2.8341398051561564
2025-01-10,2.9400041172569047
2025-01-11,2.938482199890864
2025-01-12,2.9580708513852554
2025-01-13,2.887029886479685
2025-01-14,2.642899279908828
2025-01-15,2.4412841307070483
2025-01-16,2.7041067061463
2025-01-17,3.0009761128822374
2025-01-18,3.0792898796315766
2025-01-19,2.8819472916635633
2025-01-20,3.0112065534853354
2025-01-21,3.0484218035161756
2025-01-22,3.0297503071315477
2025-01-23,3.003060726933201
2025-01-24,2.906911106917519
2025-01-25,2.8282495653640174
2025-01-26,2.739631607633612
2025-01-27,2.7433444550810098
2025-01-28,2.7558633152046275
2025-01-29,3.259722719833107
2025-01-30,3.5046726209175008
2025-01-31,3.525447779493059
2025-02-01,2.848455501395515
2025-02-02,2.8020924020359512
2025-02-03,2.8291506258518324
2025-02-04,2.8152709700586964
2025-02-05,2.784564250708006
2025-02-06,2.507650644326449
2025-02-07,2.1894690496508
2025-02-08,2.123470731653887
2025-02-09,2.4222783143525324
2025-02-10,2.636473931681472
2025-02-11,2.4793264937382897
2025-02-12,2.420464294764005
2025-02-13,2.7884408148038884
2025-02-14,3.18395196825563
2025-02-15,3.1209175850905324
2025-02-16,2.5972333948715023
2025-02-17,2.663694860931065
2025-02-18,2.59474312730628
2025-02-19,2.2529776796506202
2025-02-20,1.96219399903221
2025-02-21,1.6963624988514818
2025-02-22,1.754517890838053
2025-02-23,2.242056266460661
2025-02-24,2.5344622310173417
2025-02-25,2.4304107218665565
2025-02-26,1.8467262107623403
2025-02-27,1.9964144525369583
2025-02-28,2.3372792369212863
2025-03-01,2.4728253801963374
2025-03-02,2.2474637114652536
2025-03-03,2.3547060134440176
2025-03-04,2.417629413268566
2025-03-05,1.9237897908000448
