Arrival_Date,Modal_Price_volatility_30_commodity
2025-01-01,2.6319444119575275
2025-01-02,3.781738391236821
2025-01-03,3.5366705554729863
2025-01-04,3.4054258153077446
2025-01-05,2.996452444096372
2025-01-06,3.0498361430311216
2025-01-07,3.211409363162481
2025-01-08,3.265156637086328
2025-01-09,3.115202861136655
2025-01-10,3.3197028154604813
2025-01-11,3.3909884331850804
2025-01-12,3.36708812002675
2025-01-13,3.571351471452897
2025-01-14,3.944863223644388
2025-01-15,3.982139085275594
2025-01-16,3.601984532790793
2025-01-17,3.160583330459473
2025-01-18,2.9408561553282193
2025-01-19,2.8622262229926623
2025-01-20,2.673551294729675
2025-01-21,2.846685108059759
2025-01-22,2.996399415011558
2025-01-23,3.003227668977961
2025-01-24,2.9460678611887072
2025-01-25,2.810223051536025
2025-01-26,2.8747663857247687
2025-01-27,2.8015806284690075
2025-01-28,2.453077861332078
2025-01-29,2.3215729171558377
2025-01-30,2.374968669089341
2025-01-31,2.9198483078350073
2025-02-01,3.0452841430442334
2025-02-02,3.086678831186778
2025-02-03,2.531937003388751
2025-02-04,2.2989387017961715
2025-02-05,2.177633578428655
2025-02-06,2.1158978882910047
2025-02-07,2.21690059361474
2025-02-08,2.72308304157132
2025-02-09,3.3541452276928103
2025-02-10,3.2611307910707517
2025-02-11,3.0181067607656904
2025-02-12,2.5090920294317085
2025-02-13,2.5832253636086304
2025-02-14,2.654077769290679
2025-02-15,2.96445472520469
2025-02-16,3.1181830982368184
2025-02-17,3.077533109324531
2025-02-18,2.825966951428829
2025-02-19,2.5201621479973086
2025-02-20,2.42181547101821
2025-02-21,2.564230261448473
2025-02-22,2.927829782830063
2025-02-23,3.562861719737122
2025-02-24,3.580904285728811
2025-02-25,3.8532443111670407
2025-02-26,3.778308375425665
2025-02-27,3.7412361437766153
2025-02-28,3.37840675148826
2025-03-01,3.363613358359689
2025-03-02,3.548742596172641
2025-03-03,3.532694778471194
2025-03-04,3.411707259538937
2025-03-05,3.101281310973543
